Day,Department,Section,course code,course name,teacher,time,room
Wednesday,ENG,ENG-35+36,ELIT 527,American Literature,MIA,3.00pm-4.25pm,D305
Wednesday,DBA,BBA-35-B,ENG 102,Public Speaking,MRF,3.00pm-4.25pm,218
Wednesday,DBA,BBA-34-B,ENG 200,Advanced Reading Strategy & Writing,MGJ,3.00pm-4.25pm,119
Wednesday,ENG,ENG-31B,ENL 403,Twentieth Century Literature I,MGJ,3.00pm-4.25pm,D301
Wednesday,DBA,BBA-31-E,FIN 301,Law & Practices of Banking,MKI,3.00pm-4.25pm,110
Wednesday,ENG,ENG-34,HIS 102,History of Western Thoughts,MAY,3.00pm-4.25pm,218
Wednesday,BFT,BFT-36,HIST 101,Hist. of the Emer. of Ind. Bang.,ASR,3.00pm-4.25pm,213
Wednesday,CEN,CEN-35,HIST 101,Hist. of the Emer. of Ind. Bang.,MSW,3.00pm-4.25pm,B205
Wednesday,CSE,CSE 35-D-A,HIST-101,Hist. of the Emer. of Ind. Bang.,FSC,3.00pm-4.25pm,306
Wednesday,LLM,LLM-36,ILO 426,Law of International Organization,MAT2,3.00pm-4.25pm,B204
Wednesday,JRN,JRN-30,BPJ 414,Magazine Editing & Display,MDA,3.00pm-4.25pm,204
Wednesday,LLB,LLB-32B,LAB 354,Land Laws of Bangladesh,SSC,3.00pm-4.25pm,221
Wednesday,LLB,LLB-31,PEL 461,Penal Laws II.,MZK,3.00pm-4.25pm,206
Wednesday,DBA,BBA-33-C,MAT 101,BUSINESS MATHEMATICS II,MRA2,3.00pm-4.25pm,306
Wednesday,CSE,CSE 33-D-C,MATH 215,Linear Algebra,MRA2,3.00pm-4.25pm,117
Wednesday,LLB,LLB-33B,MEL 352,Mercantile Law -,MSH4,3.00pm-4.25pm,118
Wednesday,DBA,BBA-31-C,MGT 300,Production and Operational Management,MOF,3.00pm-4.25pm,308
Wednesday,DBA,BBA-32-A,MGT 301,Human Resource Management,PFA,3.00pm-4.25pm,206
Wednesday,DBA,BBA-30-C,MGT 303,Operation and management of NGOs,MHF,3.00pm-4.25pm,305
Wednesday,ENG,ENG-36A,MIS:100,Com. Concept,MTE,3.00pm-4.25pm,219
Wednesday,DBA,BBA-33-A,MKT 300,Marketing Management,AZM,3.00pm-4.25pm,111
Wednesday,DBA,BBA-34-A,STS 200,Business Statistics,MAIs,3.00pm-4.25pm,222
Wednesday,BTE,BTE-35-D,TEX 124,Polymer Science,ADB,3.00pm-4.25pm,315
Wednesday,BTE,BTE-33,TEX 311,Yarn Manufacturing Engineering-ll,MSM2,3.00pm-4.25pm,101L
Wednesday,BTE,BTE-30-WPE,TEX 483,Wet Processing Engineering -III Lab,MRK,3.00pm-4.25pm,302 L
Wednesday,DBA,BBA-32-C,ACC 301,Management Accounting,MPS,4.30pm-5.55pm,111
Wednesday,SEC,SEC-31,ACC 402,Advanced Cost Accounting (BBA-,MAA,4.30pm-5.55pm,B204
Wednesday,ENG,ENG-33A,ACC-100,Financial Accounting,MPS,4.30pm-5.55pm,211
Wednesday,ENG,ENG-31B,BAG 201,Intro To Bengali Literature,MHT,4.30pm-5.55pm,310
Wednesday,BFT,BFT-33 A,GMT 212,Garment Assembly Lab,SNA,4.30pm-5.55pm,C510L
Wednesday,JRN,JRN-32,BPJ 308,Media & Society,TAE,4.30pm-5.55pm,D304
Wednesday,BTE,BTE-35-D,CHEM 123,Chemistry-ll,MSA5,4.30pm-5.55pm,318
Wednesday,CEN,CEN-31,CEN 332,Environmental Engineering Sessional-I,ADA,4.30pm-5.55pm,D101L
Wednesday,CEN,CEN-32,CEN 361,Open Channel Flow,MRA3,4.30pm-5.55pm,D102L
Wednesday,CEN,CEN-30,CEN 431,Environmental Engineering III,MJA2,4.30pm-5.55pm,CL1
Wednesday,CEN,CEN-30,CEN 451,Transportation Engineering III,AHT,4.30pm-5.55pm,109L
Wednesday,CEN,CEN-28,CEN 452,Transportation Engineering Sessional II,MAT,4.30pm-5.55pm,CL2
Wednesday,LLB,LLB-32B,CPC 353,Code of Civil Procedure I,MRI3,4.30pm-5.55pm,118
Wednesday,EEE,EEE-36,CSE 131,Com. Programming Language,MTR,4.30pm-5.55pm,B204
Wednesday,CSE,CSE 31-D-C,CSE 323,Com. Networks,MAI3,4.30pm-5.55pm,112
Wednesday,CSE,CSE-32-B,CSE 435,Data Communication,DIA (GT),4.30pm-5.55pm,116
Wednesday,CSE,CSE 28-D-A,CSE-423,Simulation & Modeling,MAA (GT),4.30pm-5.55pm,318
Wednesday,DBA,BBA-29-B,MGT 302,Entrepreneurship & Small Business,MIA2,4.30pm-5.55pm,222
Wednesday,DBA,BBA-33-D,ECO 200,Macro Economics,MMR3,4.30pm-5.55pm,119
Wednesday,CSE,CSE 33-D-C,ECO 213,Economics,MPC,4.30pm-5.55pm,215
Wednesday,CSE,CSE-33B,ECO 213,Economics,MNT,4.30pm-5.55pm,208
Wednesday,EEE,EEE-34,EEE 241,Electrical Machines I,MRT,4.30pm-5.55pm,D201L
Wednesday,DBA,BBA-34-A,ENG 200,Advanced Reading Strategy & Writing,MRF,4.30pm-5.55pm,110
Wednesday,ENG,ENG-32A,ENL 302,19th Century Literature – I,MJA3,4.30pm-5.55pm,D305
Wednesday,ENG,ENG-34,ENL 202,Seventeenth Century Prose and Drama,MTM,4.30pm-5.55pm,219
Wednesday,BFT,BFT-34,FASH 321,Fas. History II,MFC,4.30pm-5.55pm,D305
Wednesday,ENG ,ENG-32B,HIS 202,History of Eastern Thoughts and Religion,MBS,4.30pm-5.55pm,221
Wednesday,CSE,CSE 35-D-A,HIST-101,Hist. of the Emer. of Ind. Bang.,FSC,4.30pm-5.55pm,D301
Wednesday,EEE,EEE-35,HUM-100,Bangladesh Studies,MSW,4.30pm-5.55pm,105L
Wednesday,JRN,JRN-30,BPJ,"403, Broadcast Tech.s & Technology",MDA,4.30pm-5.55pm,204
Wednesday,LLM,LLM-36,LHR 425,Law of Human Rights,MAT2,4.30pm-5.55pm,312
Wednesday,LLB,LLB-33B,SRA 255,Specific Relief Act & Law of Limitation.,MZK,4.30pm-5.55pm,117
Wednesday,BTE,BTE-36-D,MECH 112,Engineering Drawing-l,CMA,4.30pm-5.55pm,218
Wednesday,DBA,BBA-32-A,MGT 302,Entrepreneurship & Small Business,MKM,4.30pm-5.55pm,113
Wednesday,MKT,MKT-31,MKT 401,Advertising and Promotion,MNT,4.30pm-5.55pm,213
Wednesday,BFT,BFT-29,PAT 322,Fas. Design II : Collection Development Lab,AIT,4.30pm-5.55pm,D105L
Wednesday,CSE,CSE 34-D-A,STAT 235,Statistics,MSH,4.30pm-5.55pm,113
Wednesday,BFT,BFT-32,TEX 222,Dyeing & Printing Lab,KSM,4.30pm-5.55pm,302L
Wednesday,BTE,BTE-31,TEX 318,Fabric Structure & Design Lab,MSS,4.30pm-5.55pm,101 L
Wednesday,BTE,BTE-29-AME,TEX 490,Maint. of Apparel Manufacturing Machinery,MTJ,4.30pm-5.55pm,C602L
Thursday,BBA,BBA30,ACC 403,Advanced Auditing (BBA-,MSS2,8.30am-09.55am,215
Thursday,BFT,BFT-35,ART 212,Fas. Art & Fas. Illustration Lab I,RHS,8.30am-09.55am,D302L
Thursday,BFT,BFT-31,QLT 411,Apparel Quality Control Management,PMA,8.30am-09.55am,B204
Thursday,JRN,JRN-33,BPJ 303,Feature writing,PKS,8.30am-09.55am,D304
Thursday,JRN,JRN-31A,BPJ 402,Newspaper Editing and Display,MSZ,8.30am-09.55am,221
Thursday,JRN,JRN-30,BPJ 406,Advertising,MPC2,8.30am-09.55am,204
Thursday,BTE,BTE-36-D,ENG 101,Composition,MTM,8.30am-09.55am,110
Thursday,CEN,CEN-35,HIST 101,Hist. of the Emer. of Ind. Bang.,MSW,8.30am-09.55am,109L
Thursday,LLB,LLB-28,CLO 354,Comparative Law,SSC,8.30am-09.55am,312
Thursday,CSE,CSE-33B,CSE 231,Operating System Concepts,CF-2 (New),8.30am-09.55am,208
Thursday,CSE,CSE 30-D-A,CSE 331,Pattern Recognition,CF-1 (New),8.30am-09.55am,208
Thursday,DBA,BBA-35-C,ENG 102,Public Speaking,AHF,8.30am-09.55am,318
Thursday,EEE,EEE-31,EEE 333,Control System,MHA,8.30am-09.55am,B205
Thursday,ENG,ENG-35+36,ELIT 523,20th Century Modern Poetry,SKT,8.30am-09.55am,211
Thursday,ENG,ENG-32B,ENL 304,Classics in Translation I,MTA,8.30am-09.55am,206
Thursday,ENG,ENG-34,ENL 305,Intro. to Linguistics,RKM,8.30am-09.55am,310
Thursday,ENG,ENG-31B,ENL 306,Literary Theory-1,JBS(GT),8.30am-09.55am,212
Thursday,LLB,LLB-34A,FLB-251,Fiscal Law Of Bangladesh,MRI3,8.30am-09.55am,307
Thursday,BFT,BFT-34,GMT 111,Sewing Technology,MFC,8.30am-09.55am,221
Thursday,BFT,BFT-33 A,GMT 212,Garment Assembly Lab,SNA,8.30am-09.55am,C510L
Thursday,LLB,LLB-36B,HIST-101,Hist. of the Emer. of Ind. Bang.,FSC,8.30am-09.55am,308
Thursday,DBA,BBA-33-C,HUM-100,Bangladesh Studies,ASR,8.30am-09.55am,119
Thursday,LLM,LLM-36,IEL 427,International Environmental Law-,ABT,8.30am-09.55am,305
Thursday,JRN,JRN-34,MIS 100,Com. Concept,MRB,8.30am-09.55am,D301
Thursday,LLB,LLB-35A,ENG 102,Public Speaking,MIA,8.30am-09.55am,117
Thursday,BTE,BTE-35-A2,MECH 128,Engineering Drawing-ll,CMA,8.30am-09.55am,101L
Thursday,DBA,BBA-32-C,MGT 302,Entrepreneurship & Small Business,MIA2,8.30am-09.55am,315
Thursday,DBA,BBA-35-B,MIS 100,Com. Concept,MTB,8.30am-09.55am,222
Thursday,LLB,LLB-36A,MIS-100,Com. Concept,MAH3,8.30am-09.55am,118
Thursday,ENG,ENG-36A,MIS:100,Com. Concept,MTE,8.30am-09.55am,219
Thursday,BFT,BFT-30,MKT 200,Principle of Marketing,MNT,8.30am-09.55am,223L
Thursday,BFT,BFT-29,PAT 322,Fas. Design II : Collection Development Lab,AIT,8.30am-09.55am,D105L
Thursday,CSE,CSE-36-B2,PHY 112,Physics Lab,MMU,8.30am-09.55am,220L
Thursday,DBA,BBA-34-B,STS 200,Business Statistics,MAIS,8.30am-09.55am,211
Thursday,BTE,BTE-32,TEX 322,Wet Processing Engineering-ll Lab,KSM,8.30am-09.55am,302-L
Thursday,BTE,BTE-31,TEX 324,Apparel Manufacturing Engineering-ll Lab,NTH,8.30am-09.55am,305
Thursday,BTE,BTE-29-WPE,TEX 482,Wet Processing Engineering -III,MRK,8.30am-09.55am,204
Thursday,BTE,BTE-29-AME,TEX 491,Maint. of Apparel Manuf. Machinery Lab,MTJ,8.30am-09.55am,C 602 L
Thursday,BTE,BTE-30-AME,TEX 495,Apparel Manufacturing Engineering -IV,MSS,8.30am-09.55am,D 104 L
Thursday,SEC,SEC30,ACC,"406, Advanced Financial Accounting II (BBA-",MAA,10.00am-11.25am,215
Thursday,SEC,SEC-31,ACC 401,Advanced Financial Accounting -I(BBA-,MSK,10.00am-11.25am,119
Thursday,BFT,BFT-35,ART 212,Fas. Art & Fas. Illustration Lab I,RHS,10.00am-11.25am,D302L
Thursday,BFT,BFT-34,PHY 111,Physics,MMU,10.00am-11.25am,117
Thursday,JRN,JRN-35,BPJ 104,Media Writing Skills: Bengali,TAE,10.00am-11.25am,117
Thursday,JRN,JRN-34,BPJ 206,Contemporary Bangladesh Affairs,PKS,10.00am-11.25am,D305
Thursday,BTE,BTE-35-D,MATH 121,Mathematics-ll,MOG,10.00am-11.25am,218
Thursday,BFT,BFT-31,BUS 321,Business Communication,MNT,10.00am-11.25am,223L
Thursday,CEN,CEN-31,CEN 353,Transportation Engineering II,MST,10.00am-11.25am,CL1
Thursday,BTE,BTE-36-D,CHEM 112,Chemistry-l Lab,MSA5,10.00am-11.25am,216 L
Thursday,CEN,CEN-34,CHEM 114,Inorganic Quantitative Analysis Sessional,MJA,10.00am-11.25am,CL2
Thursday,LLB,LLB-31,CRP 454,Code of Criminal Procedure I,MRI3,10.00am-11.25am,206
Thursday,CSE,CSE 33-D-A,CSE 231,Operating System Concepts,MNJ,10.00am-11.25am,111
Thursday,CSE,CSE-32-B,CSE 435,Data Communication,DIA(GT),10.00am-11.25am,116
Thursday,DBA,BBA-35-C,ENG 102,Public Speaking,AHF,10.00am-11.25am,219
Thursday,CEN,CEN-36,EEE 166,Basic Electrical Technology Lab,MHA,10.00am-11.25am,301L
Thursday,EEE,EEE-31,EEE 361,Power System Analysis,MSM,10.00am-11.25am,D205L
Thursday,ENG,ENG-35+36,ELIT 523,20th Century Modern Poetry,SKT,10.00am-11.25am,213
Thursday,LLB,LLB-35A,ENG 102,Public Speaking,MIA,10.00am-11.25am,306
Thursday,ENG,ENG-29B,ENG 201,Technical Writing,MFT,10.00am-11.25am,113
Thursday,ENG,ENG-31B,ENL 306,Literary Theory-1,JBS(GT),10.00am-11.25am,212
Thursday,ENG,ENG-30B,ENL 406,Classics in Translation II,MMI,10.00am-11.25am,B205
Thursday,BFT,BFT-33,GMT 123,Clothing Materials and Store Management,MFC,10.00am-11.25am,C510L
Thursday,HRM,HRM-31,HRM 401,Human Resource planning and policy (BBA-,MHF,10.00am-11.25am,222
Thursday,LLB,LLB-35B,HUM 100,Bangladesh Studies.,MSW,10.00am-11.25am,308
Thursday,DBA,BBA-33-D,HUM-100,Bangladesh Studies,KCB,10.00am-11.25am,211
Thursday,LLB,LLB-28,ITL 360,International Trade Law,ABT,10.00am-11.25am,307
Thursday,JRN,JRN-31,ECO 100,Economics,MKM,10.00am-11.25am,D304
Thursday,LLB,LLB-36B,MIS-100,Com. Concept.,MAH3,10.00am-11.25am,D301
Thursday,LLB,LLB-34A,LOC155,Law of Contract,MSA,10.00am-11.25am,118
Thursday,CSE,CSE 36-A,MATH 115,Diff.Cal. and Co. Geometry,DSK,10.00am-11.25am,112
Thursday,CEN,CEN-35,MATH 121,Mathematics II,MOG,10.00am-11.25am,D102L
Thursday,CSE,CSE-33B,MATH 325,Diff. Equ. & amp Fourier analysis,MRA2,10.00am-11.25am,218
Thursday,EEE,EEE-36,Math 115,Differential and Integral Calculus,SRA,10.00am-11.25am,105L
Thursday,BTE,BTE-31,MECH 211,Elements of Theory of Machines & Machine Design,CMA,10.00am-11.25am,116
Thursday,BFT,BFT-32,MKT 200,Principle of Marketing,MRC,10.00am-11.25am,D105L
Thursday,BBA,BBA-31,MKT 603,Consumer Behavior (BBA–,AZM,10.00am-11.25am,306
Thursday,CSE,CSE-36-B2,PHY 112,Physics Lab,MMU,10.00am-11.25am,220L
Thursday,BTE,BTE-32,TEX 313,Fabric Manufacturing Engineering-ll,ZBS,10.00am-11.25am,101 L
Thursday,BTE,BTE-30-FME,TEX 470,Maint. of Fabric Manufacturing Machinery,MJK2,10.00am-11.25am,204
Thursday,BTE,BTE-29-WPE,TEX 483,Wet Processing Engineering -III Lab,MRK,10.00am-11.25am,302 L
Thursday,BTE,BTE-29-AME,TEX 492,Apparel Manufacturing Engineering -III,MTJ,10.00am-11.25am,C 602 L
Thursday,BTE,BTE-30-AME,TEX 495,Apparel Manufacturing Engineering -IV,MSS,10.00am-11.25am,D 104 L
Thursday,DBA,BBA-31-D,ACC 302,Taxation,MTY,11.30am-12.55pm,215
Thursday,SEC,SEC-30,ACC 405,Intro. to Accounting Theory and Practice (BBA-,MSK,11.30am-12.55pm,B204
Thursday,JRN,JRN-35,BPJ 104,Media Writing Skills: Bengali,TAE,11.30am-12.55pm,D305
Thursday,JRN,JRN-34,BPJ 207,Contemporary World Affairs,PKS,11.30am-12.55pm,D304
Thursday,BTE,BTE-35-D,BUS 321,Business Communicative English,MTM,11.30am-12.55pm,315
Thursday,DBA,BBA-36-A,BUS 100,Intro. to Business,MKI,11.30am-12.55pm,310
Thursday,CEN,CEN-33,CEN 261,Fluid Mechanics,SMA,11.30am-12.55pm,D102L
Thursday,CEN,CEN-31,CEN 354,Transportation Engineering Sessional I,MST,11.30am-12.55pm,CL1
Thursday,CEN,CEN-28,CEN 433,Environmental Engineering IV,MJA2,11.30am-12.55pm,CL2
Thursday,CEN,CEN-35,CHEM 111,Chemistry I,MJA,11.30am-12.55pm,B204
Thursday,CSE,CSE 36-A,CSE 111,Com. Fund. & Programming Tech.s,MAE,11.30am-12.55pm,113
Thursday,CSE,CSE 36-D-B,CSE 113,Electrical Engineering,NFW,11.30am-12.55pm,305
Thursday,CSE,CSE 33-D-A,CSE 227,Algorithm,MMB,11.30am-12.55pm,208
Thursday,CSE,CSE 31-D-A,CSE 321,Software Engineering,MFA2,11.30am-12.55pm,111
Thursday,CSE,CSE 31-D-B,CSE 323,Com. Networks,MAI3,11.30am-12.55pm,112
Thursday,DBA,BBA-29-C,MGT 302,Entrepreneurship & Small Business,MMR3,11.30am-12.55pm,308
Thursday,DBA,BBA-35-A,ECO 100,Micro Economics,AZM,11.30am-12.55pm,214
Thursday,CEN,CEN-36,EEE 166,Basic Electrical Technology Lab,MHA,11.30am-12.55pm,301L
Thursday,EEE,EEE-31,EEE 467,Renewable Energy Conversion,MSM,11.30am-12.55pm,D201L
Thursday,EEE,EEE-36,ENG 101,Composition,MGJ,11.30am-12.55pm,D205L
Thursday,LLB,LLB-36B,ENG 101,Composition,MFT,11.30am-12.55pm,308
Thursday,ENG,ENG-31A,FIN 200,Principles of Business Finance,MJN,11.30am-12.55pm,110
Thursday,ENG,ENG-32B,ENL 201,History of English Literature – 2,MMR2,11.30am-12.55pm,206
Thursday,ENG,ENG-32A,ENL 304,Classics in Translation I,MTA,11.30am-12.55pm,312
Thursday,BFT,BFT-30,GMT 421,Ind. Gar.Wash: Care Lab. & Finishing Room,MIK,11.30am-12.55pm,204
Thursday,BTE,BTE-36-D,HIST 101,Hist. of the Emer. of Ind. Bang.,ASR,11.30am-12.55pm,118
Thursday,BBA,BBA-30,HRM 405,Organ. change and development (BBA-,MHF,11.30am-12.55pm,B205
Thursday,CEN ,CEN-34,HUM 110,Bangladesh Studies,FSC,11.30am-12.55pm,109L
Thursday,JRN,JRN 30,BPJ 406,Advertising,MPC2,11.30am-12.55pm,B205
Thursday,LLB,LLB-36A,JUR152,Jurisprudence,RRS,11.30am-12.55pm,118
Thursday,LLB,LLB-34A,LET252,Law of Equity and Trust,MSA,11.30am-12.55pm,221
Thursday,LLB,LLB-31,ADR 453,Alternative Dispute Resolution and Trial Advocacy-,MRI3,11.30am-12.55pm,315
Thursday,CSE ,CSE 35-D-A,MATH 135,Discrete Mathematics,CF-4 (New),11.30am-12.55pm,310
Thursday,ENG ,ENG-34,MGT 200,Principles of Management,MPC,11.30am-12.55pm,318
Thursday,DBA ,BBA-33-D,MGT 201,Organ. Behavior,DUG,11.30am-12.55pm,206
Thursday,DBA ,BBA-35-D-C,MIS 100,Com. Concept,MAE,11.30am-12.55pm,119
Thursday,LLM,LLM-35,PRI 429,Private International Law,MAP,11.30am-12.55pm,307
Thursday,CSE,CSE 32-D-B,STAT 235,Statistics,MSH3,11.30am-12.55pm,D301
Thursday,DBA,BBA-35-B,STS 100,Basic Statistics,MAIs,11.30am-12.55pm,318
Thursday,DBA ,BBA-32,STS 201,Research Methodology(,MSH,11.30am-12.55pm,213
Thursday,BTE ,BTE-33,TEX 223,Apparel Manufacturing Engineering-l,NTH,11.30am-12.55pm,302L
Thursday,BTE ,BTE-32,TEX 313,Fabric Manufacturing Engineering-ll,ZBS,11.30am-12.55pm,101L
Thursday,BTE,BTE-30-FME,TEX 474,Special Fabric Manufacturing,MJK2,11.30am-12.55pm,D104L
Thursday,BTE,BTE-32,EEE 222,Elements of Electrical Engg. & Electronics Lab,MRI2,1.30pm-02.55pm,201 L
Thursday,CEN,CEN-31,CEN 354,Transportation Engineering Sessional I,MAT,1.30pm-02.55pm,CL1
Thursday,CEN,CEN-28,CEN 417,Design of Steel Structures,ADA,1.30pm-02.55pm,CL2
Thursday,LLB ,LLB-31,CPC 357,Code of Civil Procedure II,RRS,1.30pm-02.55pm,212
Thursday,CSE ,CSE 36-A,CSE 113,Electrical Engineering,NFW,1.30pm-02.55pm,110
Thursday,CSE,CSE 35-D-A,CSE 123,Electronics,MAB,1.30pm-02.55pm,312
Thursday,CSE,CSE 29-D-B,CSE 341,Artificial Intelligence,MAH3,1.30pm-02.55pm,116
Thursday,CSE,CSE 30-D-A,CSE 411,Compiler,MMR,1.30pm-02.55pm,208
Thursday,DBA,BBA-35-C,STS100,Basic Statistics,MSH3,1.30pm-02.55pm,222
Thursday,DBA,BBA-35-B,ECO 100,Micro Economics,MRS2,1.30pm-02.55pm,119
Thursday,EEE,EEE-36,EEE 111,Electrical Circuit I,MZN,1.30pm-02.55pm,D205L
Thursday,EEE,EEE-30,EEE 416,Microwave Engineering Lab,MHA,1.30pm-02.55pm,105L
Thursday,EEE,EEE-29,EEE 470,Power Electronics LAB,MRI2,1.30pm-02.55pm,D201L
Thursday,ENG,ENG-35+36,ELIT 520,The Old and Middle English Literature,MAY,1.30pm-02.55pm,308
Thursday,ENG,ENG-35,ENG 103,Listening and Speaking Skills,MJA3,1.30pm-02.55pm,219
Thursday,EEE,EEE-35,ENG 125,Technical English,MFC2,1.30pm-02.55pm,301L
Thursday,BFT,BFT-35,ENG 200,Advanced reading strategies and writing,MIA,1.30pm-02.55pm,305
Thursday,ENG,ENG-36A,ENL 102,History of English Literature – I,MBS,1.30pm-02.55pm,222
Thursday,ENG,ENG-30-A,ENL 405,Literary Theory II,MHC,1.30pm-02.55pm,111
Thursday,BFT,BFT-31,FASH 421,Fas. Photography Lab,MSF,1.30pm-02.55pm,D302L
Thursday,ENG,ENG-31B,FIN 200,Principles of Business Finance,MJN,1.30pm-02.55pm,307
Thursday,BFT,BFT-30,GMT 421,Ind. Garment Wash: Care Labeling & Finishing Room,MIK,1.30pm-02.55pm,204
Thursday,DBA,DBA-31,HRM 402,Industrial Relations (BBA-,MAR2,1.30pm-02.55pm,308
Thursday,CSE,CSE 34-D-A,HUM-100,Bangladesh Studies,KCB,1.30pm-02.55pm,113
Thursday,LLM,LLM-36,ILO 426,Law of International Organization,MAT2,1.30pm-02.55pm,218
Thursday,JRN,JRN-33,BPJ 302,Comprehensive Editing,MSZ,1.30pm-02.55pm,D304
Thursday,LLB,LLB-34A,LIL 254,Labour & Industrial Law,MSH4,1.30pm-02.55pm,D305
Thursday,LLB,LLB-35A,LEH 151,Legal History and Roman law,SSC,1.30pm-02.55pm,221
Thursday,LLB,LLB-35B,LOT 156,Law of Torts,MAP,1.30pm-02.55pm,117
Thursday,CEN,CEN-33,MATH 235,Vector Analysis and Statistics,NKC,1.30pm-02.55pm,D102L
Thursday,CSE,CSE 31-D-A,MATH 335,Mathematical and Probabilistic Analysis,ARS,1.30pm-02.55pm,112
Thursday,DBA,BBA-32-D,MGT 301,Human Resource Management,MAN,1.30pm-02.55pm,D301
Thursday,DBA,BBA-29-A,MGT 303,Operation and management of NGOs,MHF,1.30pm-02.55pm,214
Thursday,DBA,BBA-30-B,MGT 303,Operation and management of NGOs,DUG,1.30pm-02.55pm,305
Thursday,DBA,BBA-35-A,MIS 100,Com. Concept,MAE,1.30pm-02.55pm,218
Thursday,ENG,ENG-32A,MKT 200,Principles of Marketing,MRC,1.30pm-02.55pm,D301
Thursday,DBA,DBA-31,MKT 402,Marketing Research (BBA-,MMR3,1.30pm-02.55pm,307
Thursday,BTE ,BTE-35-D,PHY 121,Physics-ll,GT (PHY),1.30pm-02.55pm,318
Thursday,BTE ,BTE-33,TEX 223,Apparel Manufacturing Engineering-l,NTH,1.30pm-02.55pm,302L
Thursday,BTE ,BTE-30-FME,TEX 471,Maint. of Fabric Manufacturing Lab,MJK2,1.30pm-02.55pm,101-L
Thursday,BFT,BFT-28,PAT 412,Fas. Des. III: Final Dress Sub. Lab,AIT,3.00pm-4.25pm,C510L
Thursday,BTE,BTE-33,EEE 222,Elements of Electrical Engg. & Electronics Lab,MRI2,3.00pm-4.25pm,105L
Thursday,DBA,BBA-35-B,BUS 200,Business Communication,MSK,3.00pm-4.25pm,218
Thursday,CEN,CEN-28,CEN 403,Professional Practices & Communication,ADA,3.00pm-4.25pm,CL1
Thursday,CEN,CEN-29,CEN 451,Transportation Engineering III,MAT,3.00pm-4.25pm,CL2
Thursday,LLM,LLM-36,CJP 416,Criminal Justice and Due process,RRS,3.00pm-4.25pm,310
Thursday,CSE,CSE 34-D-A,CSE 211,Object-Oriented Programming,MJK,3.00pm-4.25pm,110
Thursday,CSE,CSE 31-D-C,CSE 232,Com. Networks,MAI3,3.00pm-4.25pm,111
Thursday,BFT ,BFT-34,CSE 312,E Fas. I Lab,MAI2,3.00pm-4.25pm,223L
Thursday,CSE,CSE 30-D-B,CSE 331,Pattern Recognition,MSD,3.00pm-4.25pm,206
Thursday,CSE,CSE 31-D-A,CSE 333,Com. Peripherals and Interfacing,CF-1 (New),3.00pm-4.25pm,112
Thursday,CSE,CSE 29-D-B,CSE 341,Artificial Intelligence,MAH3,3.00pm-4.25pm,215
Thursday,CSE,CSE 32-D-B,CSE 413,Micro. and Assembly Programming,CF-3 (New),3.00pm-4.25pm,312
Thursday,DBA,BBA-29-C,MGT 303,Operation and management of NGOs,MHF,3.00pm-4.25pm,307
Thursday,DBA,BBA-33-E,ECO 200,Macro Economics,MPC,3.00pm-4.25pm,306
Thursday,EEE,EEE-35,EEE 121,Electrical Circuit II,DKC,3.00pm-4.25pm,211
Thursday,EEE,EEE-30,EEE 416,Microwave Engineering Lab,MHA,3.00pm-4.25pm,105L
Thursday,ENG,ENG-35+36,ELIT 520,The Old and Middle English Literature,MAY,3.00pm-4.25pm,D305
Thursday,DBA ,BBA-36-A,ENG 101,Composition,MFC2,3.00pm-4.25pm,219
Thursday,CSE ,CSE 36-A,ENG 101,Composition,MGJ,3.00pm-4.25pm,113
Thursday,ENG,ENG-32A,ENL 302,19th Century Literature – I,MJA3,3.00pm-4.25pm,221
Thursday,BFT,BFT-31,FASH 421,Fas. Photography Lab,MSF,3.00pm-4.25pm,D302L
Thursday,DBA,BBA-34-C,FIN 201,Principles of Insurance,MJN,3.00pm-4.25pm,211
Thursday,DBA,BBA-32-D,FIN 300,Financial Management,MKI,3.00pm-4.25pm,D304
Thursday,LLB ,LLB-32A,GCA 358,General Clauses Act & Interpretation of Statutes,MAT2,3.00pm-4.25pm,118
Thursday,HRM,HRM-30,HRM 404,Training & Development BBA-,MAR2,3.00pm-4.25pm,112
Thursday,ENG ,ENG-35,HUM-100,Bangladesh Studies,ASR,3.00pm-4.25pm,219
Thursday,JRN,JRN 33-A,BPJ 302,Comprehensive Editing,MSZ,3.00pm-4.25pm,208
Thursday,LLB,LLB-35B,LEH 151,Legal History and Roman law,SSC,3.00pm-4.25pm,117
Thursday,DBA,BBA-31-E,MGT 300,Production and operation Management,DUG,3.00pm-4.25pm,D305
Thursday,DBA,BBA-32-B,MGT 301,Human Resource Management,MAN,3.00pm-4.25pm,112
Thursday,BTE ,BTE-35-D,PHY 121,Physics-ll,GT (PHY),3.00pm-4.25pm,318
Thursday,LLM,LLM-35,POC 419,Principles of Civil Litigation –,MSH4,3.00pm-4.25pm,B204
Thursday,BTE ,BTE-30-FME,TEX 476,Fabric Manufacturing Engineering -IV Lab,MJK2,3.00pm-4.25pm,D104L
Thursday,CEN,CEN-29,CEN 415,Prestressed Concrete,ADA,4.30pm-5.55pm,CL2
Thursday,CSE,CSE 34-D-A,CSE 213,Digital Logic Design,MTA2,4.30pm-5.55pm,111
Thursday,CSE,CSE 31-D-C,CSE 317,Theory of Computing,MTM2,4.30pm-5.55pm,110
Thursday,EEE,EEE-33,EEE 325,Digital Signal Processing I,DKC,4.30pm-5.55pm,117
